sample_name,culture_ID,cluster,size,longest_contig,n50,contigs,completeness,purity,av_cov,av_gc,kingdom,phylum,class,order,family,genus,species,taxid,Habitat,Location ,Continent,Substrate,Lat,Long,Altitude,Host_Phylum,Host_Class,Host_Order,Host_Family,Host_Genus,Host_Species,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
sa270,Microcoleus_vaginatus_WJT46-NPBG5,DBSCAN_round1_0,6032713,2549967,1220226,27,97.84172662,99.27007299,94.98113817,43.50926358,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter tropicus,1492898,Desert_soil,CA_USA,NorthAmerica,soil,33.8188,-115.7638,794,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus vaginatus,18.7,155,43,7268,382,27,355,112,214,284,100,167,26,1,49,57,12,42,56
sa271,Microcoleus_vaginatus_WJT46-NPBG5,DBSCAN_round1_6,4854454,773596,290114,28,99.28057554,99.28057554,17.70141379,68.454784,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae,Sphingosinicella,unclassified,335405,Desert_soil,CA_USA,NorthAmerica,soil,33.8188,-115.7638,794,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus vaginatus,18.7,155,43,7268,382,27,355,112,214,284,100,167,26,1,49,57,12,42,56
sa272,Microcoleus_vaginatus_WJT46-NPBG5,DBSCAN_round1_3,4885023,843786,259336,28,100,95.20547945,54.03467374,63.87282107,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Gellertiella,Gellertiella hungarica,1572859,Desert_soil,CA_USA,NorthAmerica,soil,33.8188,-115.7638,794,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus vaginatus,18.7,155,43,7268,382,27,355,112,214,284,100,167,26,1,49,57,12,42,56
sa273,Microcoleus_vaginatus_WJT46-NPBG5,unclustered,2839998,706604,297026,35,54.67625899,96.20253165,109.9830831,68.73821742,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Enterovirga,Enterovirga sp. DB1703,2730920,Desert_soil,CA_USA,NorthAmerica,soil,33.8188,-115.7638,794,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus vaginatus,18.7,155,43,7268,382,27,355,112,214,284,100,167,26,1,49,57,12,42,56
sa274,Microcoleus_vaginatus_WJT46-NPBG5,DBSCAN_round1_8,6457322,623268,192254,44,97.12230216,97.82608696,590.001415,46.39311777,Bacteria,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus sp. FACHB-672,2692825,Desert_soil,CA_USA,NorthAmerica,soil,33.8188,-115.7638,794,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus vaginatus,18.7,155,43,7268,382,27,355,112,214,284,100,167,26,1,49,57,12,42,56
sa275,Microcoleus_vaginatus_WJT46-NPBG5,DBSCAN_round1_7,6008684,636768,225331,59,97.12230216,97.12230216,46.94903693,53.34043195,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,bacterium,1869227,Desert_soil,CA_USA,NorthAmerica,soil,33.8188,-115.7638,794,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus vaginatus,18.7,155,43,7268,382,27,355,112,214,284,100,167,26,1,49,57,12,42,56
sa276,Microcoleus_vaginatus_WJT46-NPBG5,DBSCAN_round1_9,4122634,273257,108274,64,85.61151079,97.54098361,14.67320359,69.43531732,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,unclassified,34072,Desert_soil,CA_USA,NorthAmerica,soil,33.8188,-115.7638,794,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus vaginatus,18.7,155,43,7268,382,27,355,112,214,284,100,167,26,1,49,57,12,42,56
sa277,Microcoleus_vaginatus_WJT46-NPBG5,DBSCAN_round1_10,4755565,174803,55373,114,69.0647482,98.96907216,13.41599263,58.97608381,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Neorhizobium,Neorhizobium sp. SOG26,2060726,Desert_soil,CA_USA,NorthAmerica,soil,33.8188,-115.7638,794,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus vaginatus,18.7,155,43,7268,382,27,355,112,214,284,100,167,26,1,49,57,12,42,56
sa278,Microcoleus_vaginatus_WJT46-NPBG5,DBSCAN_round1_11,3853897,127574,38768,122,53.95683453,98.68421053,11.50616117,67.52707714,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae,Sphingosinicella,unclassified,335405,Desert_soil,CA_USA,NorthAmerica,soil,33.8188,-115.7638,794,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus vaginatus,18.7,155,43,7268,382,27,355,112,214,284,100,167,26,1,49,57,12,42,56
sa279,Mojavia_pulchra_JT2-VF2,DBSCAN_round10_12,34078,34078,34078,1,27.3381295,100,10.41877458,63.22554141,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,unclassified,46913,Desert_soil,CA_USA,NorthAmerica,soil,34.1098,-115.4803,692,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,20.3,142,40,7587,393,42,351,298,233,303,110,136,23,1,48,51,9,39,42
sa280,Mojavia_pulchra_JT2-VF2,DBSCAN_round61_2,511247,511247,511247,1,30.21582734,100,2292.377025,66.49329972,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Porphyrobacter,Porphyrobacter sp. SLTP,2683266,Desert_soil,CA_USA,NorthAmerica,soil,34.1098,-115.4803,692,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,20.3,142,40,7587,393,42,351,298,233,303,110,136,23,1,48,51,9,39,42
sa281,Mojavia_pulchra_JT2-VF2,DBSCAN_round61_1,3287995,3287995,3287995,1,99.28057554,100,400.7536934,64.27257341,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Porphyrobacter,Porphyrobacter sp. SLTP,2683266,Desert_soil,CA_USA,NorthAmerica,soil,34.1098,-115.4803,692,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,20.3,142,40,7587,393,42,351,298,233,303,110,136,23,1,48,51,9,39,42
sa282,Mojavia_pulchra_JT2-VF2,DBSCAN_round9_3,698219,349779,349779,2,38.1294964,100,29.55270624,60.35040582,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,unclassified,unclassified,Sphingomonadales bacterium,1978525,Desert_soil,CA_USA,NorthAmerica,soil,34.1098,-115.4803,692,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,20.3,142,40,7587,393,42,351,298,233,303,110,136,23,1,48,51,9,39,42
sa283,Mojavia_pulchra_JT2-VF2,DBSCAN_round23_0,614967,565704,565704,2,23.02158273,100,2104.547542,65.20122218,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. Pch-S,2082387,Desert_soil,CA_USA,NorthAmerica,soil,34.1098,-115.4803,692,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,20.3,142,40,7587,393,42,351,298,233,303,110,136,23,1,48,51,9,39,42
sa284,Mojavia_pulchra_JT2-VF2,DBSCAN_round2_2,3334565,1136373,410530,13,99.28057554,97.87234043,292.8999912,66.24639196,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,unclassified,41275,Desert_soil,CA_USA,NorthAmerica,soil,34.1098,-115.4803,692,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,20.3,142,40,7587,393,42,351,298,233,303,110,136,23,1,48,51,9,39,42
sa285,Mojavia_pulchra_JT2-VF2,DBSCAN_round5_2,4072784,927719,320723,14,99.28057554,100,147.4985828,64.91112713,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,unclassified,85413,Desert_soil,CA_USA,NorthAmerica,soil,34.1098,-115.4803,692,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,20.3,142,40,7587,393,42,351,298,233,303,110,136,23,1,48,51,9,39,42
sa286,Mojavia_pulchra_JT2-VF2,DBSCAN_round2_4,2578213,341433,269155,14,99.28057554,99.28057554,23.15134436,70.05732265,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas fluminis,2487274,Desert_soil,CA_USA,NorthAmerica,soil,34.1098,-115.4803,692,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,20.3,142,40,7587,393,42,351,298,233,303,110,136,23,1,48,51,9,39,42
sa287,Mojavia_pulchra_JT2-VF2,DBSCAN_round20_0,1862993,1403778,1403778,16,49.64028777,95.83333333,1746.934765,64.90486008,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas pituitosa,99597,Desert_soil,CA_USA,NorthAmerica,soil,34.1098,-115.4803,692,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,20.3,142,40,7587,393,42,351,298,233,303,110,136,23,1,48,51,9,39,42
sa288,Mojavia_pulchra_JT2-VF2,DBSCAN_round3_1,4944524,770343,388712,17,100,98.58156028,162.946556,59.60482748,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens,358,Desert_soil,CA_USA,NorthAmerica,soil,34.1098,-115.4803,692,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,20.3,142,40,7587,393,42,351,298,233,303,110,136,23,1,48,51,9,39,42
sa289,Mojavia_pulchra_JT2-VF2,DBSCAN_round9_1,4417255,786760,474132,18,82.01438849,98.27586207,40.76305058,61.36566714,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,unclassified,379,Desert_soil,CA_USA,NorthAmerica,soil,34.1098,-115.4803,692,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,20.3,142,40,7587,393,42,351,298,233,303,110,136,23,1,48,51,9,39,42
sa290,Mojavia_pulchra_JT2-VF2,DBSCAN_round9_2,6028382,917793,446906,22,61.8705036,91.4893617,31.07966582,62.06529381,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. Pch-S,2082387,Desert_soil,CA_USA,NorthAmerica,soil,34.1098,-115.4803,692,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,20.3,142,40,7587,393,42,351,298,233,303,110,136,23,1,48,51,9,39,42
sa291,Mojavia_pulchra_JT2-VF2,DBSCAN_round2_1,5413768,1203444,444733,22,100,97.88732394,88.38994634,66.81004801,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Bosea sp. SSUT16,2773451,Desert_soil,CA_USA,NorthAmerica,soil,34.1098,-115.4803,692,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,20.3,142,40,7587,393,42,351,298,233,303,110,136,23,1,48,51,9,39,42
sa292,Mojavia_pulchra_JT2-VF2,DBSCAN_round4_2,4345246,745307,245714,25,100,97.88732394,67.13225304,65.11732592,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,unclassified,165697,Desert_soil,CA_USA,NorthAmerica,soil,34.1098,-115.4803,692,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,20.3,142,40,7587,393,42,351,298,233,303,110,136,23,1,48,51,9,39,42
sa293,Mojavia_pulchra_JT2-VF2,DBSCAN_round2_3,4642630,587474,287883,25,99.28057554,98.57142857,31.88824093,69.67395636,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseococcus,Roseococcus sp. SYP-B2431,2496640,Desert_soil,CA_USA,NorthAmerica,soil,34.1098,-115.4803,692,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,20.3,142,40,7587,393,42,351,298,233,303,110,136,23,1,48,51,9,39,42
sa294,Mojavia_pulchra_JT2-VF2,DBSCAN_round7_2,5232031,480139,165575,54,98.56115108,97.85714286,13.14947905,62.87091953,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified,Pseudorhodoplanes,Pseudorhodoplanes sinuspersici,1235591,Desert_soil,CA_USA,NorthAmerica,soil,34.1098,-115.4803,692,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,20.3,142,40,7587,393,42,351,298,233,303,110,136,23,1,48,51,9,39,42
sa295,Mojavia_pulchra_JT2-VF2,DBSCAN_round1_1,8192881,924482,218135,85,100,95.86206897,47.30566,41.58765396,Bacteria,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,unclassified,1177,Desert_soil,CA_USA,NorthAmerica,soil,34.1098,-115.4803,692,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,20.3,142,40,7587,393,42,351,298,233,303,110,136,23,1,48,51,9,39,42
sa296,Mojavia_pulchra_JT2-VF2,DBSCAN_round6_1,6911907,1545170,559885,97,99.28057554,91.39072848,37.49113812,60.75371095,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,unclassified,374,Desert_soil,CA_USA,NorthAmerica,soil,34.1098,-115.4803,692,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,20.3,142,40,7587,393,42,351,298,233,303,110,136,23,1,48,51,9,39,42
sa297,Mojavia_pulchra_JT2-VF2,DBSCAN_round8_2,5304128,247913,65494,111,71.22302158,96.11650485,11.10243475,65.34872462,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified,unclassified,Rhizobiales bacterium,1909294,Desert_soil,CA_USA,NorthAmerica,soil,34.1098,-115.4803,692,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,20.3,142,40,7587,393,42,351,298,233,303,110,136,23,1,48,51,9,39,42
sa298,Mojavia_pulchra_JT2-VF2,DBSCAN_round2_7,3625870,104314,34574,129,51.07913669,100,11.50593789,68.24701382,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. IBVSS2,1985172,Desert_soil,CA_USA,NorthAmerica,soil,34.1098,-115.4803,692,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,20.3,142,40,7587,393,42,351,298,233,303,110,136,23,1,48,51,9,39,42
sa299,Mojavia_pulchra_JT2-VF2,unclustered,3090187,356461,18749,148,43.16546763,93.75,511.4961829,63.49887563,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,unclassified,Bradyrhizobiaceae bacterium PARB1,2015576,Desert_soil,CA_USA,NorthAmerica,soil,34.1098,-115.4803,692,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,20.3,142,40,7587,393,42,351,298,233,303,110,136,23,1,48,51,9,39,42
sa300,Mojavia_pulchra_JT2-VF2,DBSCAN_round2_6,8559521,240988,60493,194,84.89208633,97.52066116,18.00307728,69.38929176,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax paradoxus,34073,Desert_soil,CA_USA,NorthAmerica,soil,34.1098,-115.4803,692,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,20.3,142,40,7587,393,42,351,298,233,303,110,136,23,1,48,51,9,39,42
sa301,Myxacorys_californica_WJT36-NPBG1,unclustered,28555,15497,15497,2,unknown,unknown,7.349921205,70.59709333,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified,Alphaproteobacteria bacterium PA3,2015571,Desert_soil,CA_USA,NorthAmerica,soil,34.0413,-116.145,1332,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Myxacorys,Myxacorys californica,14.9,157,45,6818,343,-1,344,78,215,241,69,311,44,2,52,129,30,50,125
sa302,Myxacorys_californica_WJT36-NPBG1,DBSCAN_round1_0,4399363,1014191,510380,18,98.56115108,99.27536232,140.0024963,74.11657097,Bacteria,Actinobacteria,Actinomycetia,Geodermatophilales,Geodermatophilaceae,Blastococcus,unclassified,38501,Desert_soil,CA_USA,NorthAmerica,soil,34.0413,-116.145,1332,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Myxacorys,Myxacorys californica,14.9,157,45,6818,343,-1,344,78,215,241,69,311,44,2,52,129,30,50,125
sa303,Myxacorys_californica_WJT36-NPBG1,DBSCAN_round1_1,5020584,917111,451755,25,97.84172662,93.15068493,64.31900771,48.26181576,Bacteria,Acidobacteria,unclassified,unclassified,unclassified,unclassified,Acidobacteria bacterium,1978231,Desert_soil,CA_USA,NorthAmerica,soil,34.0413,-116.145,1332,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Myxacorys,Myxacorys californica,14.9,157,45,6818,343,-1,344,78,215,241,69,311,44,2,52,129,30,50,125
sa304,Myxacorys_californica_WJT36-NPBG1,DBSCAN_round1_3,5584649,332108,131353,66,98.56115108,93.19727891,211.3182895,72.52074392,Bacteria,Gemmatimonadetes,unclassified,unclassified,unclassified,unclassified,uncultured Gemmatimonadetes bacterium,203437,Desert_soil,CA_USA,NorthAmerica,soil,34.0413,-116.145,1332,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Myxacorys,Myxacorys californica,14.9,157,45,6818,343,-1,344,78,215,241,69,311,44,2,52,129,30,50,125
sa305,Myxacorys_californica_WJT36-NPBG1,DBSCAN_round2_1,1357872,30792,14075,95,46.76258993,100,8.510112146,68.96460049,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Enterovirga,Enterovirga sp. DB1703,2730920,Desert_soil,CA_USA,NorthAmerica,soil,34.0413,-116.145,1332,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Myxacorys,Myxacorys californica,14.9,157,45,6818,343,-1,344,78,215,241,69,311,44,2,52,129,30,50,125
sa306,Myxacorys_californica_WJT36-NPBG1,DBSCAN_round2_0,6746683,382647,129465,121,99.28057554,99.28057554,18.67880646,70.87263475,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,unclassified,125216,Desert_soil,CA_USA,NorthAmerica,soil,34.0413,-116.145,1332,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Myxacorys,Myxacorys californica,14.9,157,45,6818,343,-1,344,78,215,241,69,311,44,2,52,129,30,50,125
sa307,Myxacorys_californica_WJT36-NPBG1,DBSCAN_round1_4,5966494,196459,73206,128,98.56115108,98.56115108,1097.380741,48.39966319,Bacteria,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Myxacorys,Myxacorys almedinensis,2651157,Desert_soil,CA_USA,NorthAmerica,soil,34.0413,-116.145,1332,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Myxacorys,Myxacorys californica,14.9,157,45,6818,343,-1,344,78,215,241,69,311,44,2,52,129,30,50,125
sa308,Myxacorys_chilensis_ATA2-1-KO14,DBSCAN_round4_0,4285094,1546945,1399964,4,100,97.2027972,44.86760617,69.27259939,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Ramlibacter sp. HM2,2780087,Desert_soil,Coquimbo_Chile,SouthAmerica,soil,-29.3164,-71.2486,222,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Myxacorys,Myxacorys chilensis,15,97,58,2404,238,71,167,125,181,181,120,66,18,0,108,46,0,0,44
sa309,Myxacorys_chilensis_ATA2-1-KO14,DBSCAN_round5_0,3697425,1067442,393938,14,99.28057554,100,2335.289591,68.87972035,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,unclassified,83618,Desert_soil,Coquimbo_Chile,SouthAmerica,soil,-29.3164,-71.2486,222,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Myxacorys,Myxacorys chilensis,15,97,58,2404,238,71,167,125,181,181,120,66,18,0,108,46,0,0,44
sa310,Myxacorys_chilensis_ATA2-1-KO14,DBSCAN_round1_1,5475147,948412,645895,14,98.56115108,98.56115108,168.8607572,47.51735433,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter longurius,2740583,Desert_soil,Coquimbo_Chile,SouthAmerica,soil,-29.3164,-71.2486,222,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Myxacorys,Myxacorys chilensis,15,97,58,2404,238,71,167,125,181,181,120,66,18,0,108,46,0,0,44
sa311,Myxacorys_chilensis_ATA2-1-KO14,DBSCAN_round1_2,5876969,219378,56430,149,96.4028777,97.81021898,10.38176873,48.19378833,Bacteria,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Myxacorys,Myxacorys almedinensis,2651157,Desert_soil,Coquimbo_Chile,SouthAmerica,soil,-29.3164,-71.2486,222,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Myxacorys,Myxacorys chilensis,15,97,58,2404,238,71,167,125,181,181,120,66,18,0,108,46,0,0,44
sa312,Nodosilinea_sp._WJT8-NPBG4,DBSCAN_round41_0,1288868,701138,701138,2,32.37410072,100,399.1269362,68.98223868,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas alba,74314,Desert_soil,CA_USA,NorthAmerica,soil,33.893,-115.798,564,Cyanobacteria,unclassified,Synechococcales,Prochlorotrichaceae,Nodosilinea,unclassified,20.4,158,43,7434,400,36,364,299,234,302,114,119,20,0,53,44,7,32,39
sa313,Nodosilinea_sp._WJT8-NPBG4,DBSCAN_round50_2,340702,125296,96707,4,38.84892086,100,384.5379687,67.86869464,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,unclassified,41275,Desert_soil,CA_USA,NorthAmerica,soil,33.893,-115.798,564,Cyanobacteria,unclassified,Synechococcales,Prochlorotrichaceae,Nodosilinea,unclassified,20.4,158,43,7434,400,36,364,299,234,302,114,119,20,0,53,44,7,32,39
sa314,Nodosilinea_sp._WJT8-NPBG4,DBSCAN_round23_0,1387435,1083300,1083300,4,30.9352518,100,384.4648729,68.77323983,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp.,1871086,Desert_soil,CA_USA,NorthAmerica,soil,33.893,-115.798,564,Cyanobacteria,unclassified,Synechococcales,Prochlorotrichaceae,Nodosilinea,unclassified,20.4,158,43,7434,400,36,364,299,234,302,114,119,20,0,53,44,7,32,39
sa315,Nodosilinea_sp._WJT8-NPBG4,DBSCAN_round50_1,2752226,1131671,986619,5,97.12230216,100,487.8163977,67.96752883,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp. Root1423,1736462,Desert_soil,CA_USA,NorthAmerica,soil,33.893,-115.798,564,Cyanobacteria,unclassified,Synechococcales,Prochlorotrichaceae,Nodosilinea,unclassified,20.4,158,43,7434,400,36,364,299,234,302,114,119,20,0,53,44,7,32,39
sa316,Nodosilinea_sp._WJT8-NPBG4,DBSCAN_round2_1,5208025,1245445,628874,16,99.28057554,96.5034965,68.51740708,75.78016619,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,uncultured Pseudonocardia sp.,211455,Desert_soil,CA_USA,NorthAmerica,soil,33.893,-115.798,564,Cyanobacteria,unclassified,Synechococcales,Prochlorotrichaceae,Nodosilinea,unclassified,20.4,158,43,7434,400,36,364,299,234,302,114,119,20,0,53,44,7,32,39
sa317,Nodosilinea_sp._WJT8-NPBG4,unclustered,510694,101875,23204,23,30.21582734,97.6744186,9.009767101,67.60604197,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. K24,2305446,Desert_soil,CA_USA,NorthAmerica,soil,33.893,-115.798,564,Cyanobacteria,unclassified,Synechococcales,Prochlorotrichaceae,Nodosilinea,unclassified,20.4,158,43,7434,400,36,364,299,234,302,114,119,20,0,53,44,7,32,39
sa318,Nodosilinea_sp._WJT8-NPBG4,DBSCAN_round2_2,6028361,965313,346176,27,100,98.58156028,37.26418491,68.05606035,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax paradoxus,34073,Desert_soil,CA_USA,NorthAmerica,soil,33.893,-115.798,564,Cyanobacteria,unclassified,Synechococcales,Prochlorotrichaceae,Nodosilinea,unclassified,20.4,158,43,7434,400,36,364,299,234,302,114,119,20,0,53,44,7,32,39
sa319,Nodosilinea_sp._WJT8-NPBG4,DBSCAN_round1_1,5911223,312440,150669,77,99.28057554,93.24324324,1095.786606,55.32680801,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochlorotrichaceae,Nodosilinea,Nodosilinea sp. FACHB-131,2692832,Desert_soil,CA_USA,NorthAmerica,soil,33.893,-115.798,564,Cyanobacteria,unclassified,Synechococcales,Prochlorotrichaceae,Nodosilinea,unclassified,20.4,158,43,7434,400,36,364,299,234,302,114,119,20,0,53,44,7,32,39
sa320,Nodosilinea_sp._WJT8-NPBG4,DBSCAN_round34_0,4990253,101952,25629,223,73.38129496,95.3271028,9.523370458,68.16165433,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. SA39,1263625,Desert_soil,CA_USA,NorthAmerica,soil,33.893,-115.798,564,Cyanobacteria,unclassified,Synechococcales,Prochlorotrichaceae,Nodosilinea,unclassified,20.4,158,43,7434,400,36,364,299,234,302,114,119,20,0,53,44,7,32,39
sa321,Nostoc_desertorum_CM1-VF14,DBSCAN_round5_3,371360,243002,243002,2,20.14388489,100,30.42124892,64.72829599,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified,unclassified,Rhizobiales bacterium,1909294,Desert_soil,CA_USA,NorthAmerica,gypsiferous soil,35.635,-115.5124,1048,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc desertorum,17.1,144,38,8103,371,0,371,87,205,277,71,153,23,3,42,51,17,42,48
sa322,Nostoc_desertorum_CM1-VF14,DBSCAN_round2_1,4322644,1740760,987156,5,100,100,158.3585882,68.46881214,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,unclassified,85413,Desert_soil,CA_USA,NorthAmerica,gypsiferous soil,35.635,-115.5124,1048,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc desertorum,17.1,144,38,8103,371,0,371,87,205,277,71,153,23,3,42,51,17,42,48
