,Name,Host,genome,Label,Domain,Phylum,Class,Order,Family,Genus,Species,Present,Habitat3,Habitat2,Habitat,Substrate,Parentmaterial,Location,Continent,Host_Phylum,Host_Class,Host_Order,Host_Family,Host_Genus,Host_Species,Annual_Mean_Temperature,Annual_Precipitation,Altitude
235,Nodosilinea sp.,Nodosilinea_sp.,Bin.005.fastaNodosilinea_sp_assembly,NoSp_Bin.005,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Variovorax,s__,1,desert,desert_soil,desert soil,soil,granitic,"California,
USA",North America,Cyanobacteria,unclassified,Nodosilineales,Prochlorotrichaceae,Nodosilinea,unclassified,20.4,119,564
236,Nostoc desertoum,Nostoc_desertoum,Bin.003.fastaNostoc_desertoum_assembly,NoDe_Bin.003,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Agrobacterium,s__Agrobacterium tumefaciens,1,desert,desert_soil,desert soil,soil,gypsiferous,"California,
USA",North America,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc desertorum,17.1,153,1048
237,Nostoc desertoum,Nostoc_desertoum,Bin.002.fastaNostoc_desertoum_assembly,NoDe_Bin.002,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Bosea,s__,1,desert,desert_soil,desert soil,soil,gypsiferous,"California,
USA",North America,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc desertorum,17.1,153,1048
238,Nostoc desertoum,Nostoc_desertoum,Bin.008.fastaNostoc_desertoum_assembly,NoDe_Bin.008,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Devosia,s__,1,desert,desert_soil,desert soil,soil,gypsiferous,"California,
USA",North America,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc desertorum,17.1,153,1048
239,Nostoc desertoum,Nostoc_desertoum,Bin.009.fastaNostoc_desertoum_assembly,NoDe_Bin.009,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Devosia,s__,1,desert,desert_soil,desert soil,soil,gypsiferous,"California,
USA",North America,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc desertorum,17.1,153,1048
240,Nostoc desertoum,Nostoc_desertoum,Bin.011.fastaNostoc_desertoum_assembly,NoDe_Bin.011,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Hyphomicrobium,s__,1,desert,desert_soil,desert soil,soil,gypsiferous,"California,
USA",North America,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc desertorum,17.1,153,1048
241,Nostoc desertoum,Nostoc_desertoum,Bin.005.fastaNostoc_desertoum_assembly,NoDe_Bin.005,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Mesorhizobium,s__,1,desert,desert_soil,desert soil,soil,gypsiferous,"California,
USA",North America,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc desertorum,17.1,153,1048
242,Nostoc desertoum,Nostoc_desertoum,Bin.013.fastaNostoc_desertoum_assembly,NoDe_Bin.013,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Niabella,s__,1,desert,desert_soil,desert soil,soil,gypsiferous,"California,
USA",North America,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc desertorum,17.1,153,1048
243,Nostoc desertoum,Nostoc_desertoum,Bin.004.fastaNostoc_desertoum_assembly,NoDe_Bin.004,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Nostocaceae,g__Nostoc,s__,1,desert,desert_soil,desert soil,soil,gypsiferous,"California,
USA",North America,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc desertorum,17.1,153,1048
244,Nostoc desertoum,Nostoc_desertoum,Bin.006.fastaNostoc_desertoum_assembly,NoDe_Bin.006,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__PALSA-1347,s__,1,desert,desert_soil,desert soil,soil,gypsiferous,"California,
USA",North America,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc desertorum,17.1,153,1048
245,Nostoc desertoum,Nostoc_desertoum,Bin.012.fastaNostoc_desertoum_assembly,NoDe_Bin.012,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Pseudonocardiaceae,g__Pseudonocardia,s__Pseudonocardia alni,1,desert,desert_soil,desert soil,soil,gypsiferous,"California,
USA",North America,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc desertorum,17.1,153,1048
246,Nostoc desertoum,Nostoc_desertoum,Bin.007.fastaNostoc_desertoum_assembly,NoDe_Bin.007,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__,1,desert,desert_soil,desert soil,soil,gypsiferous,"California,
USA",North America,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc desertorum,17.1,153,1048
247,Nostoc desertoum,Nostoc_desertoum,Bin.001.fastaNostoc_desertoum_assembly,NoDe_Bin.001,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingopyxis,s__,1,desert,desert_soil,desert soil,soil,gypsiferous,"California,
USA",North America,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc desertorum,17.1,153,1048
248,Nostoc desertoum,Nostoc_desertoum,Bin.010.fastaNostoc_desertoum_assembly,NoDe_Bin.010,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,s__Stenotrophomonas maltophilia_F,1,desert,desert_soil,desert soil,soil,gypsiferous,"California,
USA",North America,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc desertorum,17.1,153,1048
249,Nostoc indistinguendum,Nostoc_indistinguendum,Bin.003.fastaNostoc_indistinguendum_assembly,NoIn_Bin.003,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Agrobacterium,s__Agrobacterium tumefaciens,1,desert,desert_soil,desert soil,soil,gypsiferous,"California,
USA",North America,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc indistinguendum,17.1,153,1048
250,Nostoc indistinguendum,Nostoc_indistinguendum,Bin.006.fastaNostoc_indistinguendum_assembly,NoIn_Bin.006,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Bosea,s__,1,desert,desert_soil,desert soil,soil,gypsiferous,"California,
USA",North America,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc indistinguendum,17.1,153,1048
251,Nostoc indistinguendum,Nostoc_indistinguendum,Bin.002.fastaNostoc_indistinguendum_assembly,NoIn_Bin.002,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__Chryseobacterium shandongense,1,desert,desert_soil,desert soil,soil,gypsiferous,"California,
USA",North America,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc indistinguendum,17.1,153,1048
252,Nostoc indistinguendum,Nostoc_indistinguendum,Bin.001.fastaNostoc_indistinguendum_assembly,NoIn_Bin.001,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Nostocaceae,g__Nostoc,s__,1,desert,desert_soil,desert soil,soil,gypsiferous,"California,
USA",North America,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc indistinguendum,17.1,153,1048
253,Nostoc indistinguendum,Nostoc_indistinguendum,Bin.004.fastaNostoc_indistinguendum_assembly,NoIn_Bin.004,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingopyxis,s__,1,desert,desert_soil,desert soil,soil,gypsiferous,"California,
USA",North America,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc indistinguendum,17.1,153,1048
254,Nostoc indistinguendum,Nostoc_indistinguendum,Bin.005.fastaNostoc_indistinguendum_assembly,NoIn_Bin.005,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Tardiphaga,s__,1,desert,desert_soil,desert soil,soil,gypsiferous,"California,
USA",North America,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc indistinguendum,17.1,153,1048
255,Oculatella coburnii,Oculatella_coburnii,Bin.003.fastaOculatella_coburnii_assembly,OcCo_Bin.003,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Devosia,s__,1,desert,desert_soil,desert soil,soil,granitic,"California, USA",North America,Cyanobacteria,unclassified,Oculatellales,Oculatellaceae,Oculatella,Oculatella coburnii,NA,NA,
256,Oculatella coburnii,Oculatella_coburnii,Bin.005.fastaOculatella_coburnii_assembly,OcCo_Bin.005,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__Diaminobutyricimonas,s__,1,desert,desert_soil,desert soil,soil,granitic,"California, USA",North America,Cyanobacteria,unclassified,Oculatellales,Oculatellaceae,Oculatella,Oculatella coburnii,NA,NA,
257,Oculatella coburnii,Oculatella_coburnii,Bin.002.fastaOculatella_coburnii_assembly,OcCo_Bin.002,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Falsiroseomonas,s__,1,desert,desert_soil,desert soil,soil,granitic,"California, USA",North America,Cyanobacteria,unclassified,Oculatellales,Oculatellaceae,Oculatella,Oculatella coburnii,NA,NA,
258,Oculatella coburnii,Oculatella_coburnii,Bin.001.fastaOculatella_coburnii_assembly,OcCo_Bin.001,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Elainellales,f__Elainellaceae,g__JAAUTN01,s__,1,desert,desert_soil,desert soil,soil,granitic,"California, USA",North America,Cyanobacteria,unclassified,Oculatellales,Oculatellaceae,Oculatella,Oculatella coburnii,NA,NA,
259,Oculatella coburnii,Oculatella_coburnii,Bin.004.fastaOculatella_coburnii_assembly,OcCo_Bin.004,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__,1,desert,desert_soil,desert soil,soil,granitic,"California, USA",North America,Cyanobacteria,unclassified,Oculatellales,Oculatellaceae,Oculatella,Oculatella coburnii,NA,NA,
260,Oscillatoria princeps,Oscillatoria_princeps,Bin.003.fastaOscillatoria_princeps_assembly,OcPr_Bin.003,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__,s__,1,temperate,fresh_water,surface water,fresh water,,"Lower Austria,
Austria",Europe,Cyanobacteria,unclassified,Oscillatoriales,Oscillatoriaceae,Oscillatoria,Oscillatoria princeps,6.2,967,613
261,Oscillatoria princeps,Oscillatoria_princeps,Bin.015.fastaOscillatoria_princeps_assembly,OcPr_Bin.015,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Terrimicrobiaceae,g__,s__,1,temperate,fresh_water,surface water,fresh water,,"Lower Austria,
Austria",Europe,Cyanobacteria,unclassified,Oscillatoriales,Oscillatoriaceae,Oscillatoria,Oscillatoria princeps,6.2,967,613
262,Oscillatoria princeps,Oscillatoria_princeps,Bin.004.fastaOscillatoria_princeps_assembly,OcPr_Bin.004,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Acidovorax,s__,1,temperate,fresh_water,surface water,fresh water,,"Lower Austria,
Austria",Europe,Cyanobacteria,unclassified,Oscillatoriales,Oscillatoriaceae,Oscillatoria,Oscillatoria princeps,6.2,967,613
263,Oscillatoria princeps,Oscillatoria_princeps,Bin.005.fastaOscillatoria_princeps_assembly,OcPr_Bin.005,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Allorhizobium,s__,1,temperate,fresh_water,surface water,fresh water,,"Lower Austria,
Austria",Europe,Cyanobacteria,unclassified,Oscillatoriales,Oscillatoriaceae,Oscillatoria,Oscillatoria princeps,6.2,967,613
264,Oscillatoria princeps,Oscillatoria_princeps,Bin.010.fastaOscillatoria_princeps_assembly,OcPr_Bin.010,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Bradyrhizobium,s__Bradyrhizobium sp000015165,1,temperate,fresh_water,surface water,fresh water,,"Lower Austria,
Austria",Europe,Cyanobacteria,unclassified,Oscillatoriales,Oscillatoriaceae,Oscillatoria,Oscillatoria princeps,6.2,967,613
265,Oscillatoria princeps,Oscillatoria_princeps,Bin.002.fastaOscillatoria_princeps_assembly,OcPr_Bin.002,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Erythrobacter,s__Erythrobacter ramosus,1,temperate,fresh_water,surface water,fresh water,,"Lower Austria,
Austria",Europe,Cyanobacteria,unclassified,Oscillatoriales,Oscillatoriaceae,Oscillatoria,Oscillatoria princeps,6.2,967,613
266,Oscillatoria princeps,Oscillatoria_princeps,Bin.008.fastaOscillatoria_princeps_assembly,OcPr_Bin.008,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__,1,temperate,fresh_water,surface water,fresh water,,"Lower Austria,
Austria",Europe,Cyanobacteria,unclassified,Oscillatoriales,Oscillatoriaceae,Oscillatoria,Oscillatoria princeps,6.2,967,613
267,Oscillatoria princeps,Oscillatoria_princeps,Bin.001.fastaOscillatoria_princeps_assembly,OcPr_Bin.001,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Oscillatoriaceae_A,g__PCC-10802,s__,1,temperate,fresh_water,surface water,fresh water,,"Lower Austria,
Austria",Europe,Cyanobacteria,unclassified,Oscillatoriales,Oscillatoriaceae,Oscillatoria,Oscillatoria princeps,6.2,967,613
268,Oscillatoria princeps,Oscillatoria_princeps,Bin.006.fastaOscillatoria_princeps_assembly,OcPr_Bin.006,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phreatobacteraceae,g__Phreatobacter,s__,1,temperate,fresh_water,surface water,fresh water,,"Lower Austria,
Austria",Europe,Cyanobacteria,unclassified,Oscillatoriales,Oscillatoriaceae,Oscillatoria,Oscillatoria princeps,6.2,967,613
269,Oscillatoria princeps,Oscillatoria_princeps,Bin.013.fastaOscillatoria_princeps_assembly,OcPr_Bin.013,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Ilumatobacteraceae,g__VFMC01,s__,1,temperate,fresh_water,surface water,fresh water,,"Lower Austria,
Austria",Europe,Cyanobacteria,unclassified,Oscillatoriales,Oscillatoriaceae,Oscillatoria,Oscillatoria princeps,6.2,967,613
270,Oscillatoria tanganyikae,Oscillatoria_tanganyikae,Bin.012.fastaOscillatoria_tanganyikae_assembly,OcTa_Bin.012,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__,s__,1,desert,desert_soil,desert soil,soil,granitic,"California,
USA",North America,Cyanobacteria,unclassified,Leptolynbyales,Leptolyngbyaceae,"""Oscillatoria""","""Oscillatoria tanganyikae""",17.8,106,839
271,Oscillatoria tanganyikae,Oscillatoria_tanganyikae,Bin.014.fastaOscillatoria_tanganyikae_assembly,OcTa_Bin.014,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Bosea,s__,1,desert,desert_soil,desert soil,soil,granitic,"California,
USA",North America,Cyanobacteria,unclassified,Leptolynbyales,Leptolyngbyaceae,"""Oscillatoria""","""Oscillatoria tanganyikae""",17.8,106,839
272,Oscillatoria tanganyikae,Oscillatoria_tanganyikae,Bin.006.fastaOscillatoria_tanganyikae_assembly,OcTa_Bin.006,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__,1,desert,desert_soil,desert soil,soil,granitic,"California,
USA",North America,Cyanobacteria,unclassified,Leptolynbyales,Leptolyngbyaceae,"""Oscillatoria""","""Oscillatoria tanganyikae""",17.8,106,839
273,Oscillatoria tanganyikae,Oscillatoria_tanganyikae,Bin.001.fastaOscillatoria_tanganyikae_assembly,OcTa_Bin.001,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__Chryseobacterium shandongense,1,desert,desert_soil,desert soil,soil,granitic,"California,
USA",North America,Cyanobacteria,unclassified,Leptolynbyales,Leptolyngbyaceae,"""Oscillatoria""","""Oscillatoria tanganyikae""",17.8,106,839
274,Oscillatoria tanganyikae,Oscillatoria_tanganyikae,Bin.009.fastaOscillatoria_tanganyikae_assembly,OcTa_Bin.009,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Devosia,s__,1,desert,desert_soil,desert soil,soil,granitic,"California,
USA",North America,Cyanobacteria,unclassified,Leptolynbyales,Leptolyngbyaceae,"""Oscillatoria""","""Oscillatoria tanganyikae""",17.8,106,839
275,Oscillatoria tanganyikae,Oscillatoria_tanganyikae,Bin.007.fastaOscillatoria_tanganyikae_assembly,OcTa_Bin.007,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Flavisolibacter,s__,1,desert,desert_soil,desert soil,soil,granitic,"California,
USA",North America,Cyanobacteria,unclassified,Leptolynbyales,Leptolyngbyaceae,"""Oscillatoria""","""Oscillatoria tanganyikae""",17.8,106,839
276,Oscillatoria tanganyikae,Oscillatoria_tanganyikae,Bin.004.fastaOscillatoria_tanganyikae_assembly,OcTa_Bin.004,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Leptolyngbyales,f__Leptolyngbyaceae,g__Leptolyngbya,s__,1,desert,desert_soil,desert soil,soil,granitic,"California,
USA",North America,Cyanobacteria,unclassified,Leptolynbyales,Leptolyngbyaceae,"""Oscillatoria""","""Oscillatoria tanganyikae""",17.8,106,839
277,Oscillatoria tanganyikae,Oscillatoria_tanganyikae,Bin.013.fastaOscillatoria_tanganyikae_assembly,OcTa_Bin.013,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium sp004794465,1,desert,desert_soil,desert soil,soil,granitic,"California,
USA",North America,Cyanobacteria,unclassified,Leptolynbyales,Leptolyngbyaceae,"""Oscillatoria""","""Oscillatoria tanganyikae""",17.8,106,839
278,Oscillatoria tanganyikae,Oscillatoria_tanganyikae,Bin.010.fastaOscillatoria_tanganyikae_assembly,OcTa_Bin.010,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__PALSA-1347,s__,1,desert,desert_soil,desert soil,soil,granitic,"California,
USA",North America,Cyanobacteria,unclassified,Leptolynbyales,Leptolyngbyaceae,"""Oscillatoria""","""Oscillatoria tanganyikae""",17.8,106,839
279,Oscillatoria tanganyikae,Oscillatoria_tanganyikae,Bin.002.fastaOscillatoria_tanganyikae_assembly,OcTa_Bin.002,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Paracnuella,s__,1,desert,desert_soil,desert soil,soil,granitic,"California,
USA",North America,Cyanobacteria,unclassified,Leptolynbyales,Leptolyngbyaceae,"""Oscillatoria""","""Oscillatoria tanganyikae""",17.8,106,839
280,Oscillatoria tanganyikae,Oscillatoria_tanganyikae,Bin.005.fastaOscillatoria_tanganyikae_assembly,OcTa_Bin.005,d__Bacteria,p__Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus,s__Pseudomonas_E chengduensis,1,desert,desert_soil,desert soil,soil,granitic,"California,
USA",North America,Cyanobacteria,unclassified,Leptolynbyales,Leptolyngbyaceae,"""Oscillatoria""","""Oscillatoria tanganyikae""",17.8,106,839
281,Oscillatoria tanganyikae,Oscillatoria_tanganyikae,Bin.011.fastaOscillatoria_tanganyikae_assembly,OcTa_Bin.011,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__RCIZ01,s__,1,desert,desert_soil,desert soil,soil,granitic,"California,
USA",North America,Cyanobacteria,unclassified,Leptolynbyales,Leptolyngbyaceae,"""Oscillatoria""","""Oscillatoria tanganyikae""",17.8,106,839
282,Oscillatoria tanganyikae,Oscillatoria_tanganyikae,Bin.003.fastaOscillatoria_tanganyikae_assembly,OcTa_Bin.003,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Roseomonas,s__,1,desert,desert_soil,desert soil,soil,granitic,"California,
USA",North America,Cyanobacteria,unclassified,Leptolynbyales,Leptolyngbyaceae,"""Oscillatoria""","""Oscillatoria tanganyikae""",17.8,106,839
283,Oscillatoria tanganyikae,Oscillatoria_tanganyikae,Bin.008.fastaOscillatoria_tanganyikae_assembly,OcTa_Bin.008,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingopyxis,s__,1,desert,desert_soil,desert soil,soil,granitic,"California,
USA",North America,Cyanobacteria,unclassified,Leptolynbyales,Leptolyngbyaceae,"""Oscillatoria""","""Oscillatoria tanganyikae""",17.8,106,839
284,Pegethrix bostrychoides,Pegethrix_bostrychoides,Bin.001.fastaPegethrix_bostrychoides_assembly,PeBo_Bin.001,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__,1,desert,wet_wall,desert wet wall,subaerial,,"Utah,
USA",North America,Cyanobacteria,unclassified,Oculatellales,Oculatellaceae.,Pegethrix,Pegethrix bostrychoides,11.8,173,1541
285,Pegethrix bostrychoides,Pegethrix_bostrychoides,Bin.008.fastaPegethrix_bostrychoides_assembly,PeBo_Bin.008,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Elainellales,f__Elainellaceae,g__Elainella,s__,1,desert,wet_wall,desert wet wall,subaerial,,"Utah,
USA",North America,Cyanobacteria,unclassified,Oculatellales,Oculatellaceae.,Pegethrix,Pegethrix bostrychoides,11.8,173,1541
286,Pegethrix bostrychoides,Pegethrix_bostrychoides,Bin.002.fastaPegethrix_bostrychoides_assembly,PeBo_Bin.002,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Elsterales,f__Elsteraceae,g__Elstera,s__,1,desert,wet_wall,desert wet wall,subaerial,,"Utah,
USA",North America,Cyanobacteria,unclassified,Oculatellales,Oculatellaceae.,Pegethrix,Pegethrix bostrychoides,11.8,173,1541
287,Pegethrix bostrychoides,Pegethrix_bostrychoides,Bin.004.fastaPegethrix_bostrychoides_assembly,PeBo_Bin.004,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Flavisolibacter,s__,1,desert,wet_wall,desert wet wall,subaerial,,"Utah,
USA",North America,Cyanobacteria,unclassified,Oculatellales,Oculatellaceae.,Pegethrix,Pegethrix bostrychoides,11.8,173,1541
288,Pegethrix bostrychoides,Pegethrix_bostrychoides,Bin.005.fastaPegethrix_bostrychoides_assembly,PeBo_Bin.005,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Hydrogenophaga,s__Hydrogenophaga sp013823485,1,desert,wet_wall,desert wet wall,subaerial,,"Utah,
USA",North America,Cyanobacteria,unclassified,Oculatellales,Oculatellaceae.,Pegethrix,Pegethrix bostrychoides,11.8,173,1541
289,Pegethrix bostrychoides,Pegethrix_bostrychoides,Bin.006.fastaPegethrix_bostrychoides_assembly,PeBo_Bin.006,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingorhabdus,s__,1,desert,wet_wall,desert wet wall,subaerial,,"Utah,
USA",North America,Cyanobacteria,unclassified,Oculatellales,Oculatellaceae.,Pegethrix,Pegethrix bostrychoides,11.8,173,1541
290,Pegethrix bostrychoides,Pegethrix_bostrychoides,Bin.007.fastaPegethrix_bostrychoides_assembly,PeBo_Bin.007,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Tabrizicola,s__,1,desert,wet_wall,desert wet wall,subaerial,,"Utah,
USA",North America,Cyanobacteria,unclassified,Oculatellales,Oculatellaceae.,Pegethrix,Pegethrix bostrychoides,11.8,173,1541
291,Pegethrix bostrychoides,Pegethrix_bostrychoides,Bin.003.fastaPegethrix_bostrychoides_assembly,PeBo_Bin.003,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Variovorax,s__,1,desert,wet_wall,desert wet wall,subaerial,,"Utah,
USA",North America,Cyanobacteria,unclassified,Oculatellales,Oculatellaceae.,Pegethrix,Pegethrix bostrychoides,11.8,173,1541
292,Pelatocladus maniniholoens,Pelatocladus_maniniholoens,Bin.002.fastaPelatocladus_maniniholoens_assembly,PeMa_Bin.002,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Nostocaceae,g__Pelatocladus,s__Pelatocladus maniniholoensis,1,tropical,rock_wall,cave rock wall,subaerial,,"Hawaii,
USA",Pacific Islands,Cyanobacteria,unclassified,Nostocales,Hapalosiphonaceae,Pelatocladus,Pelatocladus maniniholoensis,23.1,3045,21
293,Phormidesmis sp.,Phormidesmis_sp.,Bin.004.fastaPhormidesmis_sp_assembly,PhSp_Bin.004,d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__,s__,1,desert,desert_soil,desert soil,soil,granitic,"California, USA",North America,Cyanobacteria,unclassified,Leptolynbyales,Leptolyngbyaceae,Phromidesmis,,17.9,192,"1,012"
294,Phormidesmis sp.,Phormidesmis_sp.,Bin.006.fastaPhormidesmis_sp_assembly,PhSp_Bin.006,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Devosia,s__,1,desert,desert_soil,desert soil,soil,granitic,"California, USA",North America,Cyanobacteria,unclassified,Leptolynbyales,Leptolyngbyaceae,Phromidesmis,,17.9,192,"1,012"
295,Phormidesmis sp.,Phormidesmis_sp.,Bin.003.fastaPhormidesmis_sp_assembly,PhSp_Bin.003,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__172606-1,g__ES-bin-26,s__,1,desert,desert_soil,desert soil,soil,granitic,"California, USA",North America,Cyanobacteria,unclassified,Leptolynbyales,Leptolyngbyaceae,Phromidesmis,,17.9,192,"1,012"
